State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
4400,11/01/2020,-4.02,-33.9,-56.8,-5.82,21.1,23.7,-21.6,15.7,11.4
900,11/02/2020,1.29,-30.5,-43.5,12.8,31.9,-8.57,-63.5,23.1,17.4
2500,11/02/2020,2.06,-22.7,-33.1,19.6,29.1,8.87,-62.3,26.7,23.9
3400,11/02/2020,1.72,-20.7,-26.4,12.5,15.7,-3.3,-42.5,18.8,21.8
3600,11/02/2020,-0.0464,-23.6,-50.9,7.3,17.7,-1.02,-53.6,16.7,15.9
4400,11/02/2020,-3.69,-33.2,-56.1,-12,21.5,1.92,-26.5,10,2
900,11/03/2020,1.22,-30.3,-46.3,13.7,29.6,-5.94,-63.5,22.5,18.1
2500,11/03/2020,2.17,-23.2,-34.5,18.4,29.6,12.7,-61.2,25.4,20.8
3400,11/03/2020,1.22,-20.8,-26.1,11.4,15.9,-2.28,-42.2,18.1,20.3
3600,11/03/2020,0.155,-23.3,-49.3,5.56,18.8,-3.15,-51.7,16,13.6
4400,11/03/2020,0.18,-35,-63,-10.2,23.1,-42.3,-30.2,23,22.6
900,11/04/2020,0.373,-31.6,-38.6,11.3,30.2,-7.76,-65.3,21.6,16.4
2500,11/04/2020,1.78,-24.4,-31.9,16.4,29.2,10.5,-60.1,24.8,20.2
3400,11/04/2020,0.126,-22.1,-26.9,10.3,14.2,-2.71,-43.2,16.3,18.5
3600,11/04/2020,-0.566,-24,-50.4,2.71,17.2,-3.99,-52.3,14,11.4
4400,11/04/2020,-4.6,-43,-65.9,-6.37,23.9,-48.3,-18.4,22.9,22.4
900,11/05/2020,-0.0583,-31.7,-37.3,7.97,28.8,-3.91,-64.6,19.3,13.5
2500,11/05/2020,1.24,-24.9,-30.5,13.5,28.3,17,-57.5,23.9,19.4
3400,11/05/2020,0.11,-21.1,-26.2,10.3,14.9,-6.83,-43,16.6,18.4
3600,11/05/2020,-0.652,-24.4,-48.4,0.417,16.3,-5.11,-52.1,13,10.3
4400,11/05/2020,-9.5,-43.4,-69.2,-6.51,25.5,-62.8,-24.1,20.4,16.6
900,11/06/2020,0.0161,-31.4,-35.5,7.06,29.4,-2.26,-61.4,16,8.27
2500,11/06/2020,0.281,-25.6,-31.2,13.1,28.6,6.89,-61.2,23.4,18.1
3400,11/06/2020,-0.881,-20.7,-24.1,10.8,12.7,-7.94,-42.5,15.2,17.7
3600,11/06/2020,-2.08,-24.9,-46.6,0.0011,14.6,-8.5,-51.9,11.3,8.56
4400,11/06/2020,-6.12,-41.8,-60.5,-6.63,37.7,-67.7,-35.7,23.5,12.5
900,11/07/2020,-3.18,-31,-33.6,2.94,23.2,-3.35,-62,9.97,2.46
2500,11/07/2020,-0.324,-23.3,-30.3,9.61,24.4,5.36,-62.3,20.9,17.4
3400,11/07/2020,-2.39,-20.6,-23.9,7.83,9.5,-9.55,-43,11.4,13.4
3600,11/07/2020,-2.45,-23,-44.2,-1.1,12.8,-10.2,-51.8,9.84,7.49
4400,11/07/2020,-10.2,-42.3,-59.4,-5.55,31.2,-73.9,-38.4,20.5,12.9
900,11/08/2020,-2.72,-27.9,-32.4,0.17,23.8,-0.142,-64.3,9.03,0.667
2500,11/08/2020,0.203,-22.7,-23.8,7.89,24.4,-0.255,-63.6,20,15.8
3400,11/08/2020,-0.934,-20.3,-23.1,6.64,8.92,-4.63,-43.3,11.1,13.4
3600,11/08/2020,-1.94,-22.1,-42.3,-2.49,11.7,-9.32,-52.6,8.85,6.66
4400,11/08/2020,-11.2,-40.9,-62.1,-10.4,27.4,-20.7,-29.7,11.4,-0.249
900,11/09/2020,-5.34,-27.2,-30.3,-2.59,20.4,-3.38,-67.2,6.09,-1.94
2500,11/09/2020,-1.53,-22.5,-28.3,6.41,21.3,-2.78,-67.1,17.8,14.4
3400,11/09/2020,-2.58,-21.2,-21.7,4.64,7.3,-7.11,-44.8,9.66,12
3600,11/09/2020,-3.21,-22,-42.4,-3.9,10.4,-11.8,-55.3,7.88,5.96
4400,11/09/2020,-15.2,-39.4,-59.1,-7.56,21.4,-23.2,-31.3,9.62,1.07
900,11/10/2020,-5.58,-26.5,-27.9,-5.27,20.8,-2.52,-68.4,3.77,-5.55
2500,11/10/2020,-2.26,-22.6,-27.2,2.22,21.1,-5.46,-66.1,15.8,10.7
3400,11/10/2020,-2.64,-22.1,-21.8,3.7,6.87,-4.71,-43.2,9.22,11.6
3600,11/10/2020,-3.66,-22.2,-44.5,-4.45,9.46,-10.1,-56.9,7.69,6.35
4400,11/10/2020,-17.6,-39.3,-48.9,-16.7,21.2,-25.6,-42.2,6.83,-3.53
900,11/11/2020,-1.23,-22.2,-38.6,-1.99,27.6,6.15,-66.7,9.52,-0.182
2500,11/11/2020,-1.21,-21.1,-27.8,1.47,19.8,-7.44,-64.8,15.3,11
3400,11/11/2020,-1.69,-22,-19.3,3.73,7.79,-0.211,-43.3,9.65,11.6
3600,11/11/2020,-2.37,-21.8,-44.3,-1.94,11.2,-7.84,-56.3,9.79,8.73
4400,11/11/2020,-11.5,-29.7,-46.7,-15.9,20.1,-28,-51.1,7.51,-1.35
900,11/12/2020,-4.93,-26.9,-32.6,-3.46,21.1,-7.55,-67.9,7.24,-0.561
2500,11/12/2020,-1.67,-21.5,-28.2,3.92,18.7,-6.15,-66.1,14.6,10.7
3400,11/12/2020,-1.86,-21.5,-22,4.95,7.53,-2.85,-43.6,9.95,12.4
3600,11/12/2020,-2.46,-21.2,-45.4,0.326,12,-6,-57.7,11,10.2
4400,11/12/2020,-11.9,-34.2,-36.4,-14.2,14.6,-30.5,-30.2,6.19,0.296
900,11/13/2020,-4.69,-27.1,-32.6,0.311,24.1,-6.07,-69.3,12.1,5.16
2500,11/13/2020,-1.5,-21.2,-26.9,4.89,19.2,-5.12,-64.2,15,11
3400,11/13/2020,-0.958,-21.7,-21.7,6.46,9.45,-1.19,-43.8,11.5,13.7
3600,11/13/2020,-1.36,-21,-45.4,2.67,13.9,-2.02,-57.9,13.1,12.6
4400,11/13/2020,-8.04,-34.2,-42.8,-9.63,13.3,-32.9,-4.1,7.92,4.29
900,11/14/2020,-3.1,-27.6,-34.8,1.43,26.6,-6.55,-69.7,16.7,10.9
2500,11/14/2020,-0.867,-22.2,-29.2,6.78,18.8,-9.37,-63,17.1,15.5
3400,11/14/2020,0.505,-21.5,-20.4,10.1,11.6,-0.916,-42.8,14.5,17.3
3600,11/14/2020,-0.339,-22,-45,4.85,16.1,-0.948,-58,16.1,16.2
4400,11/14/2020,-9.23,-32.8,-46.2,-6.75,14.2,-35.4,-40.3,4.32,-2.79
900,11/15/2020,-1.8,-29,-37.9,4.19,28.6,-7.92,-68.5,21.1,16.6
2500,11/15/2020,-0.806,-23.1,-31.4,9.31,17.7,-6.19,-61.5,18.5,19.2
3400,11/15/2020,0.752,-22,-21.3,13.4,13.5,-2.75,-40.9,17,20.4
3600,11/15/2020,-0.0358,-23.8,-45.6,8.12,17.7,-1.62,-57.4,19.1,20.2
4400,11/15/2020,-6.9,-31.6,-39.6,2.41,14.5,-37.8,-59.4,11.1,8.78
900,11/16/2020,-1.64,-29.9,-43.8,5.73,25.4,-4.27,-68.2,21.8,19.4
2500,11/16/2020,-0.963,-23.6,-34.4,9.69,16.2,-4.61,-60.6,17.4,18.6
3400,11/16/2020,0.698,-22,-21.6,14.1,13,-2.42,-41.8,16.9,20.7
3600,11/16/2020,0.563,-24.1,-45.3,10.5,18.2,-1.02,-57.4,20.2,21.8
4400,11/16/2020,-5.17,-34,-40.7,8.42,16.2,-30.8,-66.6,16,16.3
900,11/17/2020,-1.39,-31,-41.6,5.86,24.6,-5.27,-68.4,23.9,23.1
2500,11/17/2020,-1.14,-23.8,-31.8,13.3,14.2,-0.647,-63.3,17.8,21.2
3400,11/17/2020,0.198,-21.9,-22.7,14.7,11.4,-4.63,-45.4,16.2,20.7
3600,11/17/2020,0.662,-24.6,-46,12.5,17.4,-1.29,-58.8,20.5,23
4400,11/17/2020,-5.82,-31.2,-48.5,15.5,15.1,-26.6,-65.1,18.4,21.7
900,11/18/2020,-0.985,-31.1,-51.3,5.43,25.1,-5.85,-66.7,22.6,20.9
2500,11/18/2020,0.231,-23.2,-36.2,16.8,15.8,-1.07,-63.2,20.4,24.9
3400,11/18/2020,1.18,-22.5,-21.6,17,14.1,-3.26,-45.4,18.6,22.7
3600,11/18/2020,2.12,-25.2,-47.6,15.5,20,0.952,-59.4,23.2,25.7
4400,11/18/2020,-3.07,-25.6,-54.9,4.12,14.7,-38.4,-56.8,15.4,16.4
900,11/19/2020,0.493,-29.8,-48.4,8.57,28.8,-4.17,-65.9,25.2,22.8
2500,11/19/2020,0.514,-22.8,-36.5,16.3,18.1,0.454,-66.1,22.4,26.6
3400,11/19/2020,0.803,-23.3,-21.3,16.4,14.3,-1.29,-46,18.4,22.2
3600,11/19/2020,1.33,-25.6,-51.2,15.8,19.5,-2.33,-59.3,22.8,25.4
4400,11/19/2020,-1.95,-28.3,-61.7,4.57,16.2,-33.1,-58.3,14.9,14.3
900,11/20/2020,0.634,-29.7,-49.6,7.05,28.2,-8.52,-64.6,23.1,20
2500,11/20/2020,1.14,-22.9,-38.1,16.5,19,0.0444,-67.3,23.5,28
3400,11/20/2020,0.404,-24.3,-21.8,14.6,14,-2.97,-46.8,17.7,21.3
3600,11/20/2020,0.653,-25.6,-53,13.1,19.1,-3.76,-59.8,21.4,23.3
4400,11/20/2020,-3.93,-30.6,-65.7,8.58,16.2,-40,-38.2,18.7,21.3
900,11/21/2020,0.0925,-31.2,-47.3,8.18,25.9,-9.87,-64.2,21,17.9
2500,11/21/2020,1.25,-24.2,-37.4,16,19.9,4.94,-66,22.5,25
3400,11/21/2020,0.225,-25.4,-23.1,13.6,13.4,-5.38,-48,17.6,21.6
3600,11/21/2020,0.165,-26.4,-56.5,12.9,17.4,-4.76,-60.4,20.3,22.7
4400,11/21/2020,-2.96,-33.1,-66,0.946,17.2,-38.6,-21,20.5,23.8
900,11/22/2020,-0.598,-31.8,-48.2,8.85,24,-12.6,-66.4,19.3,16.4
2500,11/22/2020,1.8,-25.3,-37,15.4,20.8,7.11,-66.6,23.3,25.9
3400,11/22/2020,0.965,-26.6,-20.8,14,13.2,-5.76,-49.5,17.6,21.8
3600,11/22/2020,0.959,-26.6,-57.1,13.2,16.5,-3.18,-61.1,19.9,22.7
4400,11/22/2020,-3.7,-36.9,-67.3,-5.23,17,-31.3,-9.8,16.7,16.7
900,11/23/2020,-1.33,-33.1,-47.6,8.71,26,-15,-68.9,18.2,13.4
2500,11/23/2020,1.84,-24.8,-35.8,13.7,23.7,3.1,-66.3,24.8,25.7
3400,11/23/2020,0.345,-26,-23.1,12.3,14.5,-5.52,-50.4,16.9,19.3
3600,11/23/2020,0.763,-25.9,-60.2,12.3,17.8,-0.224,-61.6,19.7,21.2
4400,11/23/2020,0.206,-36.3,-52.8,-10.4,14.2,-20.3,7.67,18.9,22.9
900,11/24/2020,-0.396,-32.1,-50.3,9.59,32.3,-16.6,-69.4,20.3,12.8
2500,11/24/2020,3.61,-23.4,-38.8,14.3,31.5,-1.19,-64.3,29.4,26.9
3400,11/24/2020,0.898,-24.8,-23.8,11.3,18.7,-4.2,-50.5,18,17.7
3600,11/24/2020,1.65,-24.4,-59.6,12.8,22,-2.55,-60.8,21.6,21.1
4400,11/24/2020,3.79,-39.5,-43.1,-7.01,12.7,-33.7,26.3,18.7,23.5
900,11/25/2020,-2.75,-31.9,-49,2.17,14.1,-12.1,-70.2,9.63,6.58
2500,11/25/2020,0.966,-24.5,-34.9,6.35,15.7,-6,-62.8,17.1,18.8
3400,11/25/2020,-1.96,-24.7,-26.6,3.52,5.89,-2.17,-49.9,8.59,11.5
3600,11/25/2020,-0.136,-23.9,-55.5,6.73,9.75,-0.799,-57.3,12.9,15.8
4400,11/25/2020,-6.45,-46.3,-27.4,-12.8,-3.38,-37.8,15.5,6.44,16.3
900,11/26/2020,-3.64,-33.7,-52.5,-5.28,15.5,-11.6,-70.2,5.87,-0.319
2500,11/26/2020,-0.761,-25.8,-43.1,5.57,16.4,-15.1,-62.6,17.5,18.3
3400,11/26/2020,-4.68,-26.2,-31.6,-4.4,4.47,-4.83,-50.3,3.82,3.55
3600,11/26/2020,-2.71,-25,-56.3,-0.958,6.65,-0.567,-58.3,7.25,7.59
4400,11/26/2020,-8.2,-48.4,-27.7,-4.27,-2.96,-48.5,65.3,8.18,18
900,11/27/2020,-7.82,-37.8,-49.3,-11.1,12.3,-10.6,-71.2,0.586,-6.25
2500,11/27/2020,-4.21,-27.4,-45.2,-7.6,13.2,-30.2,-62.7,9.02,3.79
3400,11/27/2020,-7.31,-27.2,-31.4,-9.81,5.49,-7.74,-51.1,-0.006,-4.29
3600,11/27/2020,-3.98,-25.8,-55.1,-6.7,8.98,-1.92,-58.2,4.8,0.93
4400,11/27/2020,-11.5,-49.7,-40.5,-15.7,-6.17,-26.1,0.486,-3.61,-4.46
900,11/28/2020,-5.08,-33.9,-52.2,-4.48,13.6,-14.7,-70.1,7.16,3.14
2500,11/28/2020,-3.04,-27.3,-45.1,1.43,13.5,-18.9,-65.6,14.2,14.1
3400,11/28/2020,-5.19,-27,-33.2,-1.18,5.16,-5.64,-50.7,5.7,6.32
3600,11/28/2020,-2.75,-26,-53.5,1.43,9.15,-2.46,-59.4,10.1,10.3
4400,11/28/2020,-5.05,-48.7,-37.7,-3.72,-0.962,-27.1,16,8.86,16.3
900,11/29/2020,-4.78,-35.2,-53.6,-4.5,8.59,-15,-70.5,6.32,5.01
2500,11/29/2020,-3.59,-28.3,-45.8,2.41,9.47,-21.2,-67,12.6,15
3400,11/29/2020,-5.37,-27.3,-34.2,0.0074,1.24,-5.11,-50.7,4.81,8.01
3600,11/29/2020,-2.62,-26.4,-51.9,2.65,5.77,-3.41,-58.9,9.46,11.9
4400,11/29/2020,-3.14,-47.9,-39.5,-1.71,-3.57,-24.5,11.8,8.23,17.3
900,11/30/2020,-6.09,-33.8,-60.6,-8.56,17.2,-11.7,-70,8.17,2.64
2500,11/30/2020,-6.71,-27.2,-55.7,-3.25,15,-9.38,-69.8,12.1,7.34
3400,11/30/2020,-7.37,-24.9,-45.8,-2.68,7.15,-7.69,-52.4,6.18,4.88
3600,11/30/2020,-4.92,-24.9,-58.2,-2.55,12.8,-6.61,-60.5,9.25,5.34
4400,11/30/2020,-9.17,-39.3,-71,-10.5,10.7,-27.7,-0.0486,2.92,-7.14
900,12/01/2020,-1.14,-35.4,-46.3,-2.21,1.37,-8.66,-63.1,7.9,11.3
2500,12/01/2020,-2.43,-29.5,-40.7,4.37,-0.209,-9.76,-62.5,9.63,17.3
3400,12/01/2020,-1.96,-27.6,-30.6,4.59,-4.76,-7.53,-45.9,5.86,13.7
3600,12/01/2020,-0.447,-27.5,-48.3,3.78,-0.169,-4.18,-54,8.96,14.4
4400,12/01/2020,-7.57,-47.1,-67.3,-6.49,-4.86,-24.6,20.4,0.0364,1.7
900,12/02/2020,1.01,-33.2,-45.6,1.81,9.07,-7.71,-63.9,13.2,14.7
2500,12/02/2020,-0.739,-29.5,-39.8,6.42,8.33,-3.22,-62.1,15.1,19
3400,12/02/2020,-1.36,-27.7,-29.3,6.91,-1.11,-7.26,-46,8.83,15.5
3600,12/02/2020,-0.748,-27.9,-49.7,5.14,2.71,-6.55,-55.4,10.8,15
4400,12/02/2020,-0.126,-45,-67.3,15.8,4.61,-25.8,6.58,12.8,16.7
900,12/03/2020,2.24,-32.9,-47.9,2.92,17.4,-7.89,-63.5,17,15.9
2500,12/03/2020,1.37,-29.9,-39.2,10.3,17.8,5.76,-62.1,21.7,22.9
3400,12/03/2020,-0.525,-27.4,-28.8,8.87,3.09,-7.46,-46.1,12,17.7
3600,12/03/2020,-0.591,-28.5,-51.3,6.71,6.89,-6.77,-55.8,13.4,16.3
4400,12/03/2020,4.61,-41.4,-68.7,18.7,15.6,-27.7,-0.84,21.3,23.3
900,12/04/2020,2.19,-33.5,-45.8,2.36,13.6,-4.87,-64.4,15.7,15.9
2500,12/04/2020,3.11,-30.9,-37.1,12.5,18.6,18.9,-61.8,22.9,24.7
3400,12/04/2020,-0.566,-28.6,-26.7,8.6,0.617,-5.8,-44.8,10.8,17.3
3600,12/04/2020,-0.394,-30.2,-50.3,7.77,4.59,-5.78,-55.4,13.2,17.3
4400,12/04/2020,4.06,-42.3,-71.3,13.1,9.06,-20.8,-10.6,11.2,11.6
900,12/05/2020,-0.287,-35.2,-46.1,-2.71,14.8,-0.0132,-64,11,8.74
2500,12/05/2020,1.67,-32.7,-37.1,7.04,21.9,19.6,-56.5,19.2,16.6
3400,12/05/2020,-0.589,-27.5,-24.3,5.57,4.83,-2.14,-43.7,10.1,13.7
3600,12/05/2020,-1.04,-29.4,-48.9,2.52,8.25,-5.1,-54.6,10.3,10.9
4400,12/05/2020,0.386,-43.3,-73.5,3.63,9.44,-33.5,-17,6.31,4.3
900,12/06/2020,-1.06,-35.5,-43.4,-6.21,19.3,7.08,-63,8.91,4.25
2500,12/06/2020,1.88,-33,-35.2,4.81,24.7,27.8,-52.5,18.7,14.5
3400,12/06/2020,-0.128,-27.5,-21.2,3.31,8.97,-0.132,-42.6,10.3,12.2
3600,12/06/2020,-1.17,-29.7,-49.1,0.53,12,-4.33,-55,10.1,8.96
4400,12/06/2020,0.352,-42.9,-72.2,-1.49,14.4,-27.6,-10.9,7,3.66
900,12/07/2020,-1.02,-34.6,-42.3,-5.05,23,4.39,-65.2,10.1,4.4
2500,12/07/2020,0.459,-33.1,-39.8,3.62,26.1,21.9,-51.5,17.8,12
3400,12/07/2020,-0.274,-28.1,-23.4,5.01,11.6,-0.107,-43.5,12,13.2
3600,12/07/2020,-1.8,-29.8,-51.1,1.72,13.1,-5.64,-55.5,10.8,9.3
4400,12/07/2020,-0.142,-46.8,-71.5,-2.81,16.6,-35,-30.5,6.5,1.85
900,12/08/2020,-4.45,-35.8,-47.6,-7.43,18.4,4.28,-65.9,6.24,0.713
2500,12/08/2020,-0.63,-34.1,-43,3.36,23.7,19.5,-54.7,16.1,10.6
3400,12/08/2020,-3.21,-29.7,-24.3,1.17,8.15,-3.47,-45.1,9.19,10.7
3600,12/08/2020,-4.64,-32.1,-54.5,-0.844,9.39,-7.73,-58.8,7.85,6.68
4400,12/08/2020,0.538,-45.4,-70.3,-4.12,13.5,-32.4,-30.9,9.92,8.85
900,12/09/2020,-4.42,-36.9,-46.5,-7.31,15.4,2.43,-67.1,6.38,1.97
2500,12/09/2020,1.09,-33.2,-39.6,4.4,20.5,25.4,-55.4,16.8,13.8
3400,12/09/2020,-1.73,-29.7,-20.6,1.47,7.31,-2.99,-44.7,10,12.5
3600,12/09/2020,-3.69,-32.5,-52.4,0.0146,8.54,-8.28,-57.5,8.92,8.85
4400,12/09/2020,-1.27,-42.1,-65.3,-13.7,9.78,-34.5,-29.4,8.51,8.61
900,12/10/2020,-3.87,-37.4,-44,-6.31,13.9,3.39,-67.9,5.92,1.88
2500,12/10/2020,-0.513,-32.5,-40.4,2.23,17.9,18.6,-54.5,14.9,12.4
3400,12/10/2020,-0.797,-29.7,-19.1,2.6,7.71,-1.91,-44,10.8,13.5
3600,12/10/2020,-2.27,-32.2,-49.1,1.07,9.3,-7.92,-58.2,9.46,9.28
4400,12/10/2020,-2.88,-45.9,-64.5,-14.6,6.18,-35.3,74.8,6.26,7.15
900,12/11/2020,-2.46,-36.3,-45.4,-4.71,16.7,0.292,-67.9,9.19,5.32
2500,12/11/2020,-0.384,-32.5,-43.4,3.69,17.7,12.2,-53.5,15.6,13.8
3400,12/11/2020,-0.329,-29.1,-21.4,4.03,8.71,-2.76,-43.7,12.3,15.4
3600,12/11/2020,-0.946,-30.5,-50.1,2.92,10.9,-8.2,-57.9,11.3,11.3
4400,12/11/2020,0.0486,-43.3,-64.6,-11.1,7.33,-36.2,74.3,15.1,21.2
900,12/12/2020,-0.991,-34.8,-44.4,-3.33,18.1,0.636,-67.2,11.3,7.88
2500,12/12/2020,1.05,-29.9,-43.9,7.34,19.9,10.5,-59.4,19.6,19.1
3400,12/12/2020,-0.525,-28.4,-22.6,3.73,8.54,-3.15,-44.8,11.9,15
3600,12/12/2020,-0.721,-30.3,-52.1,3.23,12.2,-7.64,-57.6,12.5,12.6
4400,12/12/2020,4.7,-39.7,-58.6,-3.8,8.53,-29.3,102,20.5,29.8
900,12/13/2020,-0.177,-33.4,-43.8,-0.689,19.4,0.158,-65.9,12.7,9.25
2500,12/13/2020,0.579,-28.1,-47.1,6.76,20.5,3.5,-64.3,19.1,17.9
3400,12/13/2020,-1.54,-27.6,-25.3,2.44,7.83,-5.16,-44.2,10.5,13.2
3600,12/13/2020,-1.59,-29.3,-53.1,2.19,11.7,-6.74,-57.9,11.4,11.3
4400,12/13/2020,4.93,-38.7,-64.2,-2.08,4.92,-30.5,111,19.1,30
900,12/14/2020,-1.01,-32.6,-44.9,-0.926,19.1,-5.08,-67.3,12,8.36
2500,12/14/2020,1.22,-26.6,-46.4,6.82,20.8,0.429,-65.5,19.2,17.9
3400,12/14/2020,-1.87,-26.9,-26.5,0.43,6.61,-6.33,-43.8,9.32,11.9
3600,12/14/2020,-1.11,-28.1,-54.2,2.3,11.6,-6.58,-57.5,11.4,11.3
4400,12/14/2020,4.45,-39.4,-65.9,0.579,5.88,-29.7,104,20.1,31.7
900,12/15/2020,0.899,-30.2,-47,0.668,25.6,-7.78,-69.5,14.9,9.37
2500,12/15/2020,3.29,-26.2,-45.6,7.59,26.5,1.34,-64.9,22.6,19.5
3400,12/15/2020,-0.0037,-26.1,-24.8,2.01,12.2,-3.22,-44.2,12.3,13.1
3600,12/15/2020,0.503,-27.6,-50.3,2.38,15.7,-3.43,-57.2,13.5,12.1
4400,12/15/2020,5.41,-36.9,-48.7,5.73,12.2,-37.5,106,21.5,29.2
900,12/16/2020,0.915,-29.5,-47.1,-2.07,27.3,-3.8,-67,12.9,5.5
2500,12/16/2020,3.65,-26,-49.4,7.13,31.4,-2.12,-63.6,23.5,17.4
3400,12/16/2020,-0.394,-26.6,-26.3,-0.825,13.6,-5.72,-42.7,11,9.93
3600,12/16/2020,0.631,-26.3,-51.9,0.106,16.6,-3.06,-56.3,12.5,9.8
4400,12/16/2020,3.49,-38.9,-73.7,0.105,15.8,-46.2,110,20,23.6
900,12/17/2020,-1.95,-30.2,-47.9,-5.19,24.2,-11.2,-67.7,9.31,1.88
2500,12/17/2020,-0.65,-29.5,-51.7,1.65,22.8,-11.9,-63,15.6,10.1
3400,12/17/2020,-2.89,-28.5,-27.5,-4.22,9.9,-10.9,-42.5,7.16,6.01
3600,12/17/2020,-2,-27.6,-53.4,-4.22,12.4,-7.67,-55.9,8.43,5.82
4400,12/17/2020,-3.88,-41.1,-75.7,-3.77,9.5,-58.9,-8.75,13.7,17.4
900,12/18/2020,-4.38,-30.7,-48.4,-7.33,17.6,-11.4,-67.9,4.92,-1.59
2500,12/18/2020,-2.81,-30.4,-49.9,-1.39,18,-8.37,-60.2,11.8,7.03
